,positive,negative,positive_percent,negative_percent,total_calls,term_frequency,idf
movi quit,137.0,122.0,0.528957528957529,0.471042471042471,259.0,0.00518,6.2514537804491885
movi re,94.0,156.0,0.376,0.624,250.0,0.005,6.274620839730724
movi realli,479.0,594.0,0.44641192917054984,0.5535880708294502,1073.0,0.02146,4.782770669524009
movi saw,143.0,143.0,0.5,0.5,286.0,0.00572,6.132822927870466
movi say,127.0,171.0,0.4261744966442953,0.5738255033557047,298.0,0.00596,6.099486507602874
movi seen,392.0,596.0,0.3967611336032389,0.6032388663967612,988.0,0.01976,4.887350392637777
movi show,201.0,115.0,0.6360759493670886,0.36392405063291144,316.0,0.00632,6.026784675826142
movi star,182.0,178.0,0.5055555555555555,0.49444444444444446,360.0,0.0072,5.892872258239875
movi start,185.0,318.0,0.36779324055666,0.63220675944334,503.0,0.01006,5.562130696327647
movi stori,126.0,147.0,0.46153846153846156,0.5384615384615384,273.0,0.00546,6.185008681041036
movi take,135.0,133.0,0.503731343283582,0.49626865671641796,268.0,0.00536,6.221376325211911
movi think,265.0,296.0,0.47237076648841353,0.5276292335115864,561.0,0.01122,5.465428243412935
movi thought,126.0,128.0,0.49606299212598426,0.5039370078740157,254.0,0.00508,6.274620839730724
movi time,417.0,343.0,0.5486842105263158,0.4513157894736842,760.0,0.0152,5.151570035792883
movi tri,106.0,306.0,0.25728155339805825,0.7427184466019418,412.0,0.00824,5.763014270981661
movi ve,311.0,566.0,0.35461801596351195,0.645381984036488,877.0,0.01754,5.008553905608992
movi ve seen,221.0,426.0,0.3415765069551777,0.6584234930448223,647.0,0.01294,5.320011243554432
movi want,169.0,263.0,0.3912037037037037,0.6087962962962963,432.0,0.00864,5.728488402132587
movi watch,478.0,435.0,0.5235487404162102,0.47645125958378975,913.0,0.01826,4.969672118064786
movi way,146.0,183.0,0.44376899696048633,0.5562310030395137,329.0,0.00658,6.002687124247082
movi worth,177.0,221.0,0.44472361809045224,0.5552763819095478,398.0,0.00796,5.8208617222636025
movi year,185.0,124.0,0.598705501618123,0.40129449838187703,309.0,0.00618,6.080005372031051
movie,791.0,1066.0,0.42595584275713516,0.5740441572428648,1857.0,0.03714,4.207955884629869
movies,135.0,181.0,0.4272151898734177,0.5727848101265822,316.0,0.00632,6.035973101880548
mr,760.0,683.0,0.5266805266805267,0.4733194733194733,1443.0,0.02886,4.216398944469616
mrs,170.0,94.0,0.6439393939393939,0.3560606060606061,264.0,0.00528,6.04835716108027
ms,148.0,174.0,0.45962732919254656,0.5403726708074534,322.0,0.00644,5.825836856903717
much,161.0,173.0,0.4820359281437126,0.5179640718562875,334.0,0.00668,5.976253867178926
multi,151.0,88.0,0.6317991631799164,0.36820083682008364,239.0,0.00478,6.270722199315066
multipl,180.0,149.0,0.547112462006079,0.452887537993921,329.0,0.00658,5.9675958044358115
murder,970.0,993.0,0.49414161996943456,0.5058583800305654,1963.0,0.03926,3.911411124920243
music score,276.0,155.0,0.6403712296983759,0.3596287703016241,431.0,0.00862,5.7127753964680315
musician,156.0,60.0,0.7222222222222222,0.2777777777777778,216.0,0.00432,6.2514537804491885
must,247.0,48.0,0.8372881355932204,0.16271186440677965,295.0,0.0059,6.109371266835416
mysteri,826.0,846.0,0.49401913875598086,0.5059808612440191,1672.0,0.03344,4.209936083296732
na,221.0,377.0,0.3695652173913043,0.6304347826086957,598.0,0.01196,5.303605208167322
nail,194.0,153.0,0.5590778097982709,0.44092219020172907,347.0,0.00694,5.903596221602851
naiv,203.0,151.0,0.5734463276836158,0.4265536723163842,354.0,0.00708,5.895542486795754
nake,227.0,381.0,0.37335526315789475,0.6266447368421053,608.0,0.01216,5.261600481398017
name,847.0,947.0,0.4721293199554069,0.5278706800445931,1794.0,0.03588,4.175357522653719
narr,367.0,285.0,0.5628834355828221,0.43711656441717794,652.0,0.01304,5.203733099077469
narrat,322.0,242.0,0.5709219858156028,0.42907801418439717,564.0,0.01128,5.3215161347338515
nasti,270.0,327.0,0.45226130653266333,0.5477386934673367,597.0,0.01194,5.345907587858011
nation,436.0,299.0,0.5931972789115646,0.4068027210884354,735.0,0.0147,5.054759307429744
nativ,185.0,203.0,0.47680412371134023,0.5231958762886597,388.0,0.00776,5.667065589506182
natur,1236.0,813.0,0.6032210834553441,0.3967789165446559,2049.0,0.04098,4.043263256025045
nazi,157.0,120.0,0.5667870036101083,0.43321299638989175,277.0,0.00554,5.8208617222636025
near,731.0,774.0,0.4857142857142857,0.5142857142857142,1505.0,0.0301,4.4439161359952735
near end,142.0,155.0,0.4781144781144781,0.5218855218855218,297.0,0.00594,6.11268801946141
nearli,640.0,665.0,0.4904214559386973,0.5095785440613028,1305.0,0.0261,4.578432000887968
neat,143.0,100.0,0.588477366255144,0.411522633744856,243.0,0.00486,6.266838699288669
necessari,327.0,227.0,0.5902527075812274,0.4097472924187726,554.0,0.01108,5.465428243412935
necessarili,181.0,143.0,0.558641975308642,0.441358024691358,324.0,0.00648,5.996752388727267
neck,120.0,143.0,0.45627376425855515,0.5437262357414449,263.0,0.00526,6.153371596097854
needle,111.0,143.0,0.43700787401574803,0.562992125984252,254.0,0.00508,6.247644252032521
neg,345.0,329.0,0.5118694362017804,0.4881305637982196,674.0,0.01348,5.236389062051521
neighbor,195.0,150.0,0.5652173913043478,0.4347826086956522,345.0,0.0069,5.853651545086594
network,189.0,185.0,0.5053475935828877,0.4946524064171123,374.0,0.00748,5.728488402132587
new york,564.0,300.0,0.6527777777777778,0.3472222222222222,864.0,0.01728,4.868026119811375
news,260.0,254.0,0.5058365758754864,0.49416342412451364,514.0,0.01028,5.427881170817684
nice,1716.0,1377.0,0.5548011639185257,0.44519883608147426,3093.0,0.06186,3.614579857814874
nick,161.0,143.0,0.5296052631578947,0.4703947368421053,304.0,0.00608,5.869155731622559
night,1540.0,1470.0,0.5116279069767442,0.4883720930232558,3010.0,0.0602,3.6239128928954893
nightmar,251.0,244.0,0.5070707070707071,0.4929292929292929,495.0,0.0099,5.47416192338169
no,312.0,461.0,0.4036222509702458,0.5963777490297542,773.0,0.01546,5.084018269967959
noir,269.0,105.0,0.7192513368983957,0.2807486631016043,374.0,0.00748,5.550702000504025
nois,111.0,193.0,0.3651315789473684,0.6348684210526316,304.0,0.00608,5.987915806926769
nomin,388.0,158.0,0.7106227106227107,0.28937728937728935,546.0,0.01092,5.353653559972666
non,706.0,925.0,0.4328632740649908,0.5671367259350092,1631.0,0.03262,4.363343729034076
non exist,41.0,238.0,0.14695340501792115,0.8530465949820789,279.0,0.00558,6.17082404604908
nonetheless,229.0,108.0,0.6795252225519288,0.3204747774480712,337.0,0.00674,5.976253867178926
nonsens,171.0,476.0,0.2642967542503864,0.7357032457496135,647.0,0.01294,5.303605208167322
normal,599.0,603.0,0.4983361064891847,0.5016638935108153,1202.0,0.02404,4.631385547713332
north,215.0,131.0,0.6213872832369942,0.3786127167630058,346.0,0.00692,5.843447374912352
nose,112.0,177.0,0.3875432525951557,0.6124567474048443,289.0,0.00578,6.057746901430109
not,388.0,596.0,0.3943089430894309,0.6056910569105691,984.0,0.01968,4.889303518258659
notabl,286.0,198.0,0.5909090909090909,0.40909090909090906,484.0,0.00968,5.57563138354655
notch,325.0,88.0,0.7869249394673123,0.21307506053268765,413.0,0.00826,5.779543572932872
note,873.0,717.0,0.5490566037735849,0.4509433962264151,1590.0,0.0318,4.364499798526995
notic,692.0,671.0,0.5077035950110051,0.49229640498899485,1363.0,0.02726,4.515955058932581
notion,135.0,112.0,0.5465587044534413,0.45344129554655865,247.0,0.00494,6.270722199315066
notori,132.0,121.0,0.5217391304347826,0.4782608695652174,253.0,0.00506,6.225086904608447
novel,609.0,439.0,0.5811068702290076,0.41889312977099236,1048.0,0.02096,4.5606821561131845
now,270.0,353.0,0.4333868378812199,0.5666131621187801,623.0,0.01246,5.341288642001716
nowaday,185.0,89.0,0.6751824817518248,0.3248175182481752,274.0,0.00548,6.15683780407434
nude,101.0,181.0,0.35815602836879434,0.6418439716312057,282.0,0.00564,6.0767950964008035
nuditi,283.0,543.0,0.34261501210653755,0.6573849878934624,826.0,0.01652,4.9781828077326935
number,818.0,830.0,0.4963592233009709,0.5036407766990292,1648.0,0.03296,4.221900333688502
numer,234.0,259.0,0.4746450304259635,0.5253549695740365,493.0,0.00986,5.571755409701857
nurs,134.0,134.0,0.5,0.5,268.0,0.00536,5.944867553358256
nut,105.0,155.0,0.40384615384615385,0.5961538461538461,260.0,0.0052,6.188586502388921
ob,385.0,275.0,0.5833333333333334,0.41666666666666663,660.0,0.0132,5.213148098012071
object,326.0,306.0,0.5158227848101266,0.48417721518987344,632.0,0.01264,5.30065099626989
obnoxi,72.0,233.0,0.2360655737704918,0.7639344262295082,305.0,0.0061,6.035973101880548
obscur,144.0,165.0,0.46601941747572817,0.5339805825242718,309.0,0.00618,6.032900902843578
observ,304.0,172.0,0.6386554621848739,0.3613445378151261,476.0,0.00952,5.562130696327647
obviou,633.0,1074.0,0.37082601054481545,0.6291739894551845,1707.0,0.03414,4.2941583091687505
obvious,750.0,1205.0,0.3836317135549872,0.6163682864450128,1955.0,0.0391,4.156860433748751
occas,155.0,140.0,0.5254237288135594,0.47457627118644063,295.0,0.0059,6.08645700731254
occasion,403.0,409.0,0.4963054187192118,0.5036945812807883,812.0,0.01624,5.062865894962733
occur,350.0,325.0,0.5185185185185185,0.4814814814814815,675.0,0.0135,5.25172037279831
ocean,112.0,117.0,0.4890829694323144,0.5109170305676856,229.0,0.00458,6.221376325211911
odd,582.0,515.0,0.5305378304466728,0.4694621695533272,1097.0,0.02194,4.713192146482983
oddli,132.0,141.0,0.4835164835164835,0.5164835164835164,273.0,0.00546,6.177891213272172
of,561.0,550.0,0.504950495049505,0.49504950495049505,1111.0,0.02222,4.759321918210485
of cours,147.0,100.0,0.5951417004048583,0.40485829959514175,247.0,0.00494,6.294345345078502
off,416.0,661.0,0.3862581244196843,0.6137418755803157,1077.0,0.02154,4.761040131691621
offend,130.0,196.0,0.3987730061349693,0.6012269938650308,326.0,0.00652,5.911715346041355
offens,119.0,308.0,0.2786885245901639,0.7213114754098361,427.0,0.00854,5.6756126500846396
offer,854.0,752.0,0.5317559153175592,0.46824408468244083,1606.0,0.03212,4.315406725049048
offic,710.0,611.0,0.5374716124148372,0.4625283875851628,1321.0,0.02642,4.453985447000814
offici,204.0,138.0,0.5964912280701754,0.4035087719298246,342.0,0.00684,5.9226444165735455
oh,628.0,1583.0,0.2840343735866124,0.7159656264133876,2211.0,0.04422,3.9842190375403206
ok,503.0,1099.0,0.3139825218476904,0.6860174781523096,1602.0,0.03204,4.30882053219619
okay,380.0,789.0,0.32506415739948674,0.6749358426005132,1169.0,0.02338,4.635927569147833
old fashion,165.0,78.0,0.6790123456790124,0.32098765432098764,243.0,0.00486,6.290369196698863
old man,154.0,138.0,0.5273972602739726,0.4726027397260274,292.0,0.00584,5.973359509152561
older,603.0,397.0,0.603,0.397,1000.0,0.02,4.813103057373246
oliv,121.0,95.0,0.5601851851851852,0.43981481481481477,216.0,0.00432,6.203027186543714
on,1023.0,1039.0,0.4961202715809893,0.5038797284190106,2062.0,0.04124,4.10824930458114
one,1319.0,1409.0,0.4835043988269795,0.5164956011730205,2728.0,0.05456,3.811432713897366
one lin,120.0,135.0,0.47058823529411764,0.5294117647058824,255.0,0.0051,6.225086904608447
open,1656.0,1486.0,0.5270528325907066,0.47294716740929343,3142.0,0.06284,3.6211588289129164
open credit,106.0,135.0,0.43983402489626555,0.5601659751037344,241.0,0.00482,6.278534739051859
open scene,179.0,200.0,0.47229551451187335,0.5277044854881267,379.0,0.00758,5.840912519309164
oper,197.0,218.0,0.4746987951807229,0.5253012048192771,415.0,0.0083,5.669195515764007
opera,203.0,256.0,0.4422657952069717,0.5577342047930283,459.0,0.00918,5.427881170817684
opinion,979.0,770.0,0.559748427672956,0.44025157232704404,1749.0,0.03498,4.264416339970013
opportun,400.0,388.0,0.5076142131979695,0.4923857868020305,788.0,0.01576,5.091169671125584
oppos,160.0,136.0,0.5405405405405406,0.45945945945945943,296.0,0.00592,6.060896510333005
opposit,328.0,263.0,0.5549915397631133,0.44500846023688667,591.0,0.01182,5.380447913110188
or,258.0,257.0,0.5009708737864078,0.4990291262135922,515.0,0.0103,5.5319397240485015
order,953.0,882.0,0.5193460490463215,0.48065395095367847,1835.0,0.0367,4.196156337698714
ordinari,270.0,173.0,0.6094808126410836,0.39051918735891644,443.0,0.00886,5.605190185788094
organ,184.0,205.0,0.4730077120822622,0.5269922879177378,389.0,0.00778,5.758341365282269
origin film,94.0,139.0,0.4034334763948498,0.5965665236051503,233.0,0.00466,6.232549625810036
oscar,760.0,373.0,0.6707855251544572,0.3292144748455428,1133.0,0.02266,4.587787952545527
out,641.0,676.0,0.486712224753227,0.513287775246773,1317.0,0.02634,4.572005702442439
outer,70.0,168.0,0.29411764705882354,0.7058823529411764,238.0,0.00476,6.282464017191749
outfit,97.0,166.0,0.3688212927756654,0.6311787072243347,263.0,0.00526,6.15683780407434
outrag,197.0,196.0,0.5012722646310432,0.49872773536895676,393.0,0.00786,5.779543572932872
outsid,559.0,490.0,0.5328884652049571,0.46711153479504286,1049.0,0.02098,4.771411875488403
outstand,568.0,119.0,0.826783114992722,0.17321688500727805,687.0,0.01374,5.228124552201628
ov,106.0,156.0,0.40458015267175573,0.5954198473282443,262.0,0.00524,6.192177170519649
over,517.0,661.0,0.4388794567062818,0.5611205432937182,1178.0,0.02356,4.6738138164958976
over the,178.0,203.0,0.4671916010498688,0.5328083989501312,381.0,0.00762,5.825836856903717
over the top,164.0,188.0,0.4659090909090909,0.5340909090909092,352.0,0.00704,5.906295278572015
overact,80.0,232.0,0.2564102564102564,0.7435897435897436,312.0,0.00624,6.008657291233585
overal,1359.0,1130.0,0.5460024106066693,0.4539975893933307,2489.0,0.04978,3.935221773613961
overcom,219.0,107.0,0.6717791411042945,0.3282208588957055,326.0,0.00652,5.976253867178926
overli,185.0,216.0,0.4613466334164589,0.5386533665835411,401.0,0.00802,5.767709115285869
overlook,259.0,117.0,0.6888297872340425,0.31117021276595747,376.0,0.00752,5.840912519309164
overwhelm,184.0,110.0,0.6258503401360545,0.37414965986394555,294.0,0.00588,6.119354710819599
own,248.0,176.0,0.5849056603773585,0.41509433962264153,424.0,0.00848,5.742156040861252
owner,306.0,184.0,0.6244897959183674,0.3755102040816326,490.0,0.0098,5.495439321828975
pace,984.0,750.0,0.5674740484429066,0.4325259515570934,1734.0,0.03468,4.28130328479682
pack,390.0,278.0,0.5838323353293413,0.4161676646706587,668.0,0.01336,5.2559427576781586
page,233.0,207.0,0.5295454545454545,0.47045454545454546,440.0,0.0088,5.548809852351987
paid,195.0,460.0,0.29770992366412213,0.7022900763358779,655.0,0.0131,5.294768626366824
pain,541.0,1089.0,0.3319018404907976,0.6680981595092024,1630.0,0.0326,4.301191067395034
paint,342.0,425.0,0.44589308996088656,0.5541069100391134,767.0,0.01534,5.068696815273525
pair,347.0,284.0,0.5499207606973059,0.4500792393026941,631.0,0.01262,5.297705486040133
pan,168.0,155.0,0.5201238390092879,0.47987616099071206,323.0,0.00646,5.979156626836888
paper,165.0,331.0,0.3326612903225806,0.6673387096774194,496.0,0.00992,5.556400021618662
par,164.0,290.0,0.36123348017621143,0.6387665198237886,454.0,0.00908,5.671329988292639
parallel,190.0,97.0,0.662020905923345,0.33797909407665505,287.0,0.00574,6.08645700731254
parent,644.0,523.0,0.5518423307626392,0.4481576692373608,1167.0,0.02334,4.5515752630507205
pari,233.0,147.0,0.6131578947368421,0.3868421052631579,380.0,0.0076,5.564048242456919
park,329.0,328.0,0.5007610350076104,0.4992389649923896,657.0,0.01314,5.100785129825026
parker,143.0,69.0,0.6745283018867925,0.32547169811320753,212.0,0.00424,6.18144361487654
parodi,191.0,233.0,0.45047169811320753,0.5495283018867925,424.0,0.00848,5.59326161492282
part,1117.0,984.0,0.5316515944788196,0.4683484055211804,2101.0,0.04202,4.051687905684297
parti,496.0,451.0,0.5237592397043295,0.47624076029567053,947.0,0.01894,4.790710720060623
particip,148.0,155.0,0.4884488448844885,0.5115511551155115,303.0,0.00606,6.0298381133130325
particular,705.0,507.0,0.5816831683168316,0.41831683168316836,1212.0,0.02424,4.647373707085441
particularli,920.0,785.0,0.5395894428152492,0.46041055718475077,1705.0,0.0341,4.279707964064961
partner,311.0,220.0,0.5856873822975518,0.4143126177024482,531.0,0.01062,5.451611097859794
pas,703.0,803.0,0.46679946879150064,0.5332005312084993,1506.0,0.03012,4.42162419123982
passion,440.0,237.0,0.6499261447562777,0.35007385524372225,677.0,0.01354,5.132689676343771
past,1092.0,907.0,0.5462731365682841,0.45372686343171587,1999.0,0.03998,4.108697032370127
path,250.0,147.0,0.6297229219143576,0.37027707808564236,397.0,0.00794,5.763014270981661
pathet,119.0,752.0,0.13662456946039037,0.8633754305396096,871.0,0.01742,4.977115001971864
patient,215.0,140.0,0.6056338028169014,0.3943661971830986,355.0,0.0071,5.717239689596717
patrick,152.0,116.0,0.5671641791044776,0.4328358208955224,268.0,0.00536,6.026784675826142
paul,563.0,329.0,0.6311659192825112,0.3688340807174888,892.0,0.01784,4.8005016304952415
pay,663.0,888.0,0.4274661508704062,0.5725338491295938,1551.0,0.03102,4.395036522387077
pay attent,156.0,128.0,0.5492957746478874,0.45070422535211263,284.0,0.00568,6.122704797704881
peac,266.0,149.0,0.6409638554216868,0.35903614457831323,415.0,0.0083,5.692929100096101
peopl like,262.0,281.0,0.48250460405156537,0.5174953959484346,543.0,0.01086,5.477676865489134
peopl say,122.0,140.0,0.46564885496183206,0.5343511450381679,262.0,0.00524,6.2288113036994295
peopl think,124.0,185.0,0.40129449838187703,0.598705501618123,309.0,0.00618,6.057746901430109
peopl watch,114.0,129.0,0.4691358024691358,0.5308641975308642,243.0,0.00486,6.294345345078502
perfect,1894.0,585.0,0.764017749092376,0.23598225090762404,2479.0,0.04958,3.840801913356171
perfectli,791.0,270.0,0.7455230914231856,0.2544769085768144,1061.0,0.02122,4.774021707330775
period,762.0,521.0,0.5939204988308652,0.4060795011691348,1283.0,0.02566,4.554368560956332
persona,144.0,105.0,0.5783132530120482,0.42168674698795183,249.0,0.00498,6.255277876887592
perspect,308.0,146.0,0.6784140969162996,0.3215859030837004,454.0,0.00908,5.623354156415765
pet,118.0,130.0,0.47580645161290325,0.5241935483870968,248.0,0.00496,6.136218516871605
peter,589.0,423.0,0.5820158102766798,0.4179841897233202,1012.0,0.02024,4.6880997737433745
pg,94.0,123.0,0.43317972350230416,0.5668202764976958,217.0,0.00434,6.262970222510748
philosoph,150.0,80.0,0.6521739130434783,0.34782608695652173,230.0,0.0046,6.278534739051859
phone,224.0,323.0,0.40950639853747717,0.5904936014625228,547.0,0.01094,5.345907587858011
photo,111.0,133.0,0.45491803278688525,0.5450819672131147,244.0,0.00488,6.1993974184931355
photograph,325.0,233.0,0.5824372759856631,0.4175627240143369,558.0,0.01116,5.375667027509845
photographi,438.0,314.0,0.5824468085106383,0.41755319148936165,752.0,0.01504,5.14523689239586
physic,479.0,359.0,0.5715990453460621,0.4284009546539379,838.0,0.01676,4.9889240495641065
